,dweight,pspwght,pweight,anweight,stfgov,trstlgl,trstplt,trstprt,hhmmb,gndr,agea,atncrse,brwmny,chldhhe,chldhm,crpdwk,crpdwkp,dngdk,dngdkp,dngna,dngnap,dngnapp,dngoth,dngothp,dngref,dngrefp,domicil,dsbld,dsbldp,dvrcdev,edctn,edctnp,edulvla,edulvlfa,edulvlma,edulvlpa,eduyrs,eisced,eiscedf,eiscedm,eiscedp,emplno,emplnof,emplnom,emplnop,emplrel,emprelp,emprf14,emprm14,estsz,hincfel,hincsrca,hinctnta,hswrk,hswrkp,icomdng,icomdnp,iorgact,iscoco,iscocop,jbspv,jbspvf,jbspvm,jbspvp,lvgptne,mainact,mbtru,mnactic,mnactp,njbspv,njbspvp,occf14b,occm14b,partner,pdjobev,pdjobyr,pdwrk,pdwrkp,rtrd,rtrdp,tporgwk,uemp12m,uemp3m,uemp5yr,uempla,uemplap,uempli,uemplip,wkhct,wkhtot,wkhtotp,wrkac6m,wrkctra,wkdcorga
agea,-0.1866809474674558,-0.37483110030107397,0.05924350086069672,-0.4145165299321865,-0.0707527468821264,0.004592970898433197,-0.04325967854465093,-0.05895594816812027,-0.42596500577867086,0.13439989276083,1.0,0.3379179455728035,-0.12486553480962558,-0.2909616890572703,0.16594843293328498,-0.36171553146505586,-0.46770523350135357,0.03177501113568078,0.022404376664331746,0.042043761650181,-0.0242254360084872,-0.1083026161114558,-0.028964448661102395,0.03376368645641152,-0.017357410615107594,-0.018528748194184545,0.05259636769750405,0.2564506813037603,0.18388525182527715,-0.4091657728658619,-0.4953530572698973,-0.06762733376114893,-0.051424290694668494,0.12833471303075594,0.12506443815345286,-0.11034985143302486,-0.18401665986275392,-0.06586233855827806,0.09597892065835563,0.08919717896357267,-0.11192238500983397,0.08956636877150226,0.04207998591739321,0.13124425603122164,0.12209990292083335,-0.40514332954023935,0.21059822411886397,0.15047390079622988,0.4779236322087253,-0.16148650279951643,0.09941922811891168,0.09708798151881635,-0.37839696012614044,0.025882515906170918,0.02852165820099461,-0.021532381356065142,-0.12407965791152878,-0.39330231197947935,-0.3594742170778297,0.14297003878317138,-0.40258735168303333,0.19659364421501707,0.5475490439064026,0.13837984089726865,-0.008584859793457522,-0.041941714742821684,-0.4845861898118293,0.33819544800955603,-0.06299942255321506,-0.21586159344097708,0.12860387584592387,0.11747631136002111,0.5929195354753675,-0.08419225471264981,-0.4349985046761289,-0.6574615717495655,-0.36016866233679407,-0.21875377725415227,0.7348581087402829,0.5897853945070407,-0.42973823449781035,0.14761296535831314,0.13805852666532561,0.16405007946551436,-0.08957016622587109,-0.03706757962963294,-0.07204651406456139,-0.0036726527610679446,-0.3244391733830037,-0.2974886076709395,0.17077108012929507,-0.38451484308619743,-0.36928612711686226,-0.4007853583716356
atncrse,-0.17838948574357855,-0.19389600259518439,-0.16823610890191443,-0.1953352368024523,0.02501818033398787,0.03572763168305998,0.012484412912730699,0.005856399873154214,-0.20119184030577322,0.05431621507678542,0.3379179455728035,1.0,-0.14416657516840994,-0.25844837037052776,0.228543970349463,-0.37683039528914947,-0.24824812804785365,0.13799769036541684,0.1660483907828593,0.22428775586482114,0.1761417626586356,0.03744410242871435,-0.02863817218083213,-0.037970436781170375,0.16487836944221854,-0.04815121136654791,0.17852273227655474,0.16942457156584492,0.07035479911982735,-0.10527240870661193,-0.1393330435770365,-0.17825889369222103,-0.10133320723979608,0.23055860909457349,0.2583544114260018,0.04898330248615114,-0.17635543263104492,-0.03541973029601574,0.2595946658330628,0.3019495293426277,0.049226072228779325,0.05176422902075963,0.015249275917016638,0.07744501879166335,0.09704606638873302,0.027193078576824785,0.23825690313092268,0.3092975067212191,0.440487057420934,0.11874122142643789,0.348513694942737,0.3552613344158037,-0.038358660583718465,-0.11323599351776957,-0.12722963492431835,0.14667684444633455,0.04257028585555083,0.031868236756384505,0.0627671841080189,0.21562799681042324,0.04269082583379115,0.3002431959008102,0.4134977516906212,0.20546946665935806,0.07341628922082191,0.17574680792228745,0.10663127592249139,0.4318457130495791,0.13758247479690777,0.12339272819714078,0.20744506051843256,0.28854691146170597,0.40818802449737995,0.0940607130831899,-0.3974014159639322,-0.3922138082769486,-0.3936681507895886,-0.24173811941867854,0.427730651345691,0.31530109034027437,0.06001645073357756,0.08375937028325174,0.22197116245420428,0.09183217695485099,0.031151457000703795,-0.006499363783971783,0.04618879828759602,0.012887348817964862,0.04765370456899272,0.08208062606242464,0.23382409714779967,0.05455215238112314,0.041734695515059025,0.022274287098197718
brwmny,-0.03803823466365411,-0.018864728790331783,-0.029116647312094093,-0.05661315336832597,0.10714231825603995,0.07795782439600922,0.10047000173558221,0.11455942010606628,0.008868543025607616,-0.10732221928610389,-0.12486553480962558,-0.14416657516840994,1.0,-0.07070924495339255,0.13271431855021623,0.1235952597959048,0.2350784741852295,-0.02500390600708054,-0.03344283558188888,0.0450145748354873,0.08004798120374176,0.0944194767225826,0.01558756963040188,-0.06320488485995494,0.05354838756407224,-0.04180731347784736,-0.23226318480230923,-0.19112204119353024,-0.19778059192014338,0.16766740107948108,0.2495359045334099,0.00212680978283029,0.18496905334058528,-0.13805997825777525,-0.07008635631933333,0.11776191430318948,0.3229650827613874,0.19213939870019375,-0.10406755074674731,-0.04072293369174787,0.11065561273077111,-0.12198798207662064,-0.13289128414074466,-0.11507596361279616,-0.0639229147815548,0.19024254549970648,-0.056194728759211436,-0.12767382928690674,-0.18960006315002448,0.09269623976978235,-0.4666581855139069,0.03684879286443277,0.29195124278706475,-0.08542664537637357,-0.0632535625697536,0.054992954155846804,0.09028695541929808,0.20262757870687176,0.16757235087158343,-0.03255584817919573,0.1557292058077751,-0.08360570035389528,-0.17615587705644162,-0.021326817326723122,-0.022376737503598438,0.051037741220489076,0.13804084822632037,-0.08231425454384544,0.048939698988055946,-0.16512143711358648,-0.09682293237507313,-0.16394377503547267,-0.2277365245953594,0.13281470410538262,0.1463836386022333,0.25062777825209853,0.11481174124379133,0.06348421709980917,-0.14096001188446317,-0.1486338037942287,0.18151668897053985,0.2978468679635571,0.29645478211876924,0.29422825554581233,-0.2557940403403697,-0.20190350573345076,-0.1946087740498054,-0.16531124096535768,0.187782445337257,0.17632998795975996,-0.03706012683711117,0.18389440701300627,0.1905266113429668,0.20747244954161154
chldhhe,0.19623429327885333,0.1394731009785838,0.08181439422457241,0.13208491110441212,-0.12780772239579258,-0.1575819398189231,-0.14446827991780983,-0.14971255064449135,0.624324856089467,-0.06276708742593833,-0.2909616890572703,-0.25844837037052776,-0.07070924495339255,1.0,-0.9349953204751527,0.5754843432777774,0.05606598363335399,-0.019421784162501614,0.0332332528147901,-0.05592156300961481,-0.0495788056976354,-0.6412585189314312,0.08459764294207982,0.23327543680239787,0.004377271350206736,0.11273568660940637,0.0648661231537116,-0.10550904551084117,0.10197147315009926,-0.4647872474403376,-0.2916244769989326,0.18895049710555611,0.09230129964602846,-0.04224223505014091,-0.07361189258885467,-0.6392109198594123,0.2009759113299199,0.10283880529974261,-0.06575274668743963,-0.061092364948943226,-0.6383056653832142,-0.09141398816694607,0.197914704951468,0.04737715267109857,0.05126896384910719,-0.2549269322156764,-0.7501867746458915,-0.16636755803329323,-0.2606885077899413,-0.37213222568602244,-0.1427427268308171,-0.1922372003954519,-0.02399112405301427,0.334847698778501,0.5112776290134287,-0.18430318332507323,-0.6185872995698628,-0.24347664708001623,-0.3045956929235153,-0.7453889297099382,-0.25812820557402144,-0.3269223452079088,-0.351050708756912,-0.7255601012374276,0.23666018146311557,-0.2319498916870468,-0.03288081198519692,-0.26420151245210477,-0.474025531649199,-0.1366200398997677,-0.24414622638526975,-0.1173252569386412,-0.2958565501585963,-0.6422197176616978,0.5713743952455168,0.4177217971313585,0.5767861866428279,0.7553304036292899,-0.5829797577340075,-0.24752455102195822,-0.27905201249091655,-0.32683250834310745,-0.3013273799381009,-0.3293115141563697,0.0569331798971109,0.2443658075178949,0.03358744062255111,0.12051589703413151,-0.26432588510773775,-0.2995739626008532,-0.7368270617330835,-0.2886050701016159,-0.22179585743924496,-0.2356233989982007
chldhm,-0.1959096431073377,-0.10447683610499915,-0.052011133672889405,-0.08958494055351113,0.11985428615107,0.1309941581671223,0.12431024832065356,0.1417770056019897,-0.5213908206831889,0.039600212958616085,0.16594843293328498,0.228543970349463,0.13271431855021623,-0.9349953204751527,1.0,-0.5018854264416129,0.08591146794232263,0.003977771462626084,-0.05443332018778728,0.09579750890703184,0.2395300802407353,0.6904349364509057,-0.0858912856437051,-0.2688160780949445,0.0504462893261966,-0.13230646691521336,-0.0902984638720585,0.05177626892184488,-0.1581993720593462,0.5697330721103135,0.37548162784574535,-0.19130157111437204,-0.038688460999669036,0.011567204926890676,0.057618812596526826,0.6958548182700519,-0.12413558601973311,-0.045376331399111285,0.042434132369039146,0.05787272023554493,0.7155478150437314,0.10092317254706899,-0.187994506938153,-0.03796155137647002,-0.03586266161511602,0.3236990914826649,0.7230483211725843,0.1256830855807893,0.169278936848275,0.3957902390693882,0.14003992381859814,0.23465487343784766,0.08491990510427994,-0.33046511185357497,-0.5442720912794579,0.19616395853601953,0.6806971980804165,0.3066754250498004,0.3639382869078812,0.7197961739375449,0.3231061118272575,0.2741191211987373,0.2412311443192234,0.6990754976052646,-0.23458419583510257,0.23079955298808263,0.13952106782509535,0.2318587803770754,0.5301118325230023,0.16390159816768474,0.24147470568041784,0.08355234125559555,0.18492477832134663,0.7897948208991351,-0.4869824166277876,-0.301505468344574,-0.5077776286941542,-0.7191416600361722,0.44807736891334016,0.10243176350616229,0.34908670182341855,0.2919121667945277,0.29764600769889993,0.29063965842922196,-0.03805221418460058,-0.2752396145509431,-0.021248376127442892,-0.14796349294006186,0.3134534642716579,0.3437852080344302,0.7041933788479765,0.3515226227209697,0.28061320191387457,0.30124332892969646
crpdwk,0.15454529603846273,0.10665292620665097,-0.08652621614572455,0.08204274739018931,-0.21363727427992632,-0.23553459498616602,-0.20324458691461486,-0.2028298874934982,0.27619089497554555,-0.21431529393281323,-0.36171553146505586,-0.37683039528914947,0.1235952597959048,0.5754843432777774,-0.5018854264416129,1.0,0.3576034564666694,-0.06155121075012001,0.007205010206467091,-0.08504245503037472,-0.018606506831877413,-0.3810278284854856,-0.07733272794142476,0.08062244497389714,-0.02251460668634461,0.08906559703854175,-0.19316441535292259,-0.4072045582610356,-0.08521429778645889,-0.1306780628619192,-0.3354883996262611,0.12793343277454783,0.17752400705235144,-0.1321253291953411,-0.14300406943354335,-0.3647339022564171,0.43288650240241283,0.18992042615807603,-0.10800321346122971,-0.07304012732788993,-0.3719398484405279,-0.2733411127408103,0.08084179451207141,0.01966439375157279,-0.0842360855648698,-0.40711786916951986,-0.666706201052042,-0.2598836897364948,-0.4403000205786898,-0.5829585853276019,-0.4437714533331593,-0.3847892988410402,0.07514730866837252,-0.053225998000283284,0.23011315907833796,-0.05127638318878275,-0.35315831110247353,-0.3952199078433601,-0.44817313894684463,-0.5700422996854031,-0.4151567587231412,-0.44512442050999784,-0.5274216098596072,-0.5422466241049535,0.19729119569773143,-0.03631665839874423,0.08659881330181335,-0.5549222210219549,-0.19476483581302848,-0.17496119813256736,-0.2486676480087391,-0.2179218364349243,-0.5128088759015389,-0.34712020525158227,0.9925119330043461,0.7893648654518527,0.9988188235803376,0.6845220134816709,-0.7786740783741092,-0.48086858609510924,-0.43155914417065677,-0.15323204420567932,-0.1590995354819822,-0.1686684175726065,-0.22873461629908595,0.02046966241770146,-0.2217208283620969,-0.060888930641126916,-0.4250277326402747,-0.4644571453544202,-0.5786307300081218,-0.4444541808062076,-0.3598516906915194,-0.3864519603306835
crpdwkp,0.006146401197907953,0.12775728753015445,-0.15067384830163202,0.11858110891534215,0.03599079521510906,0.005370475557628536,0.03538897220752252,0.05279747519688649,0.043569845530509306,0.1497289415384484,-0.46770523350135357,-0.24824812804785365,0.2350784741852295,0.05606598363335399,0.08591146794232263,0.3576034564666694,1.0,-0.0321874884850949,-0.07352425944107152,0.00863116913971291,0.11432734046921891,0.4746101888468886,-0.055167894568801376,-0.26629064688333665,0.02404906364335913,-0.03457748824089013,-0.216230189194218,-0.29087796293360163,-0.5124138596695581,0.5793222210778438,0.3456634703027672,-0.07655297068628604,0.0928216498980627,-0.07548530418380049,-0.06583752492215118,0.4993436929481716,0.258485984550652,0.11369152242609915,-0.031130784731484794,0.0009194295472962256,0.48213323405258224,-0.11005319694334491,-0.1082964838876769,-0.094752249669069,-0.30435015252441017,0.2313257420831709,-0.18243628230471534,-0.09368103376935653,-0.3619872839998783,0.06342710934659776,-0.17043725921263483,-0.12840677479386378,0.28522748220610844,-0.177103086599038,-0.44350970245441457,0.1108340091579672,0.4639267819768669,0.2198020813306753,0.23053146646268008,-0.03423833112208584,0.2313537323017723,-0.13660498445069355,-0.4262042518955638,-0.043430649939040514,-0.18271316350785488,0.15805435628296582,0.39717643000779923,-0.2855747465082967,0.3849479599845844,0.17527912629565195,-0.2898816999934368,-0.090840769482083,-0.43989032279512086,0.47855115794638553,0.40279221610498367,0.5482349348140734,0.3518246123264437,0.19638588783254032,-0.5537459952133995,-0.917720225942083,0.23444495179464417,0.03982005328008239,0.04571188457568169,0.02175397578744346,-0.05839388650300767,-0.38764181990507174,-0.07308243209503931,-0.29151580433741375,0.17764326868423108,0.165367374835913,-0.09738883566888086,0.22381480314812308,0.20413113023391255,0.2231476650624055
dngdk,-0.03838342012371755,-0.05431015643581734,-0.11646260285222308,-0.071245126352241,0.03136395517531373,0.0375931144130794,0.04852336304444214,0.04527602921392233,-0.024720023057360648,0.013844774378552374,0.03177501113568078,0.13799769036541684,-0.02500390600708054,-0.019421784162501614,0.003977771462626084,-0.06155121075012001,-0.0321874884850949,1.0,0.3359595473936082,0.1685537454516319,0.034517631171761654,-0.016152394367127343,-0.016286464636722807,-0.02618594970593372,0.08827179738776623,-0.027903902805225294,-0.03530976458371333,0.01028967297332799,-0.01655536008180198,-0.03284658273052024,-0.04433183771282942,-0.027592465778582057,0.028809070576337737,0.003251944564580583,0.01737850328334703,-0.022836323834523973,0.04629013428186978,0.10931960991382723,0.03933705545806249,0.07481032469680012,-0.009212368043898814,-0.03275463748353866,-0.014889521995298381,-0.013560051247295828,-0.003442123358281107,-0.00033838712732397964,0.005194759592466655,0.043768013490002665,0.05435805829952238,0.0019452602632946238,0.08083096899537985,0.1610745380810482,-0.0030528131806324683,-0.01646985219362304,-0.011928092595602409,0.12027890403621665,-0.008409278547921013,0.00519684928384558,-0.014827475418049251,0.00013404606655353988,-0.004459446967631561,0.004676353793405151,0.021363621196282895,-0.004693708292502529,0.05147040559919219,0.06323360889423107,0.04545617125183434,0.5204608022925602,0.013914398310523211,-0.02420191995503232,-0.01857624377922572,0.028828066620844146,0.03612226979632816,-0.0235426554721031,-0.06488388350875143,-0.0718319841279324,-0.08147291390938274,-0.011683411955706177,0.04715990476594146,0.03404332392831036,0.013059289110439624,0.023460937728368825,0.11623022657572978,0.02449951515445206,-0.009855045420401953,-0.0023622822175766627,-0.012191320810426712,-0.017355575748760215,0.00390200703584749,0.005496236924513691,-0.0015625518555732808,0.0014532323339038185,0.015274999342274595,0.004156262875669454
dngdkp,-0.03987606665166959,-0.0625610038014115,-0.0894786656756446,-0.07406620513343637,-0.02270838802577422,-0.0483888807760361,-0.03463307045691224,-0.03842247932663583,-0.0015981341988392597,-0.03545257359489098,0.022404376664331746,0.1660483907828593,-0.03344283558188888,0.0332332528147901,-0.05443332018778728,0.007205010206467091,-0.07352425944107152,0.3359595473936082,1.0,0.1294962063178876,-0.02512436171028276,-0.09488241257479006,0.008368573483386578,-0.0013977098455387308,0.09681127408771646,-0.01780225011699406,-0.005440522415874427,0.000550263070440936,0.008853125809188834,-0.08203552466055337,-0.08004706345838611,-0.016479667143256372,0.011046511350540258,0.03867446044992191,0.03193932129871722,-0.08465072026181351,0.07009420347305362,0.06531720873093103,0.09566848288961005,0.09984406065586815,-0.08137237188090676,-0.0511021751255282,-0.004662682108113516,-0.00846215734845392,0.01640302128549966,-0.0451876776066977,-0.046478881882475155,0.10127626462841131,0.0800993267215747,-0.04704711639026686,0.07707126742376448,0.10229479458855452,0.01768517281657377,-0.0199459212262224,0.015657849927668686,0.09635800375789998,-0.08786701582589425,-0.03878598703192001,-0.05782758690850373,-0.04858182661574633,-0.04998735639335962,0.03169873667780821,0.012922620564023777,-0.04673001557563759,0.08473045004295032,0.04173240697173313,0.04445178538440662,0.21561098595405653,-0.006970962400876734,-0.043755514618086085,-0.01300638190604827,0.09323774989199848,0.046663559604470335,-0.08578254055822923,0.0044337082226423635,-0.02557038894783834,-0.0007740004249561152,0.03435481761429023,0.0003501552880538853,0.039631507057495734,-0.03993300794003799,-0.03575761154805755,0.020291000821796742,-0.03450753306694146,0.03480943835830837,0.012098002139353265,-0.014615150140653309,0.0004562900003889175,-0.035868062449788574,-0.035880858276194104,-0.03611227570531887,-0.04846877135302064,-0.02453501755047032,-0.039461085691001686
dngna,-0.06943034219218967,-0.07538648924759335,-0.04322510765408188,-0.06737375742236155,-0.0768624013510936,-0.08237626355241809,-0.06466179344472926,-0.06570793387829219,0.017394915808497682,-0.01851858625982364,0.042043761650181,0.22428775586482114,0.0450145748354873,-0.05592156300961481,0.09579750890703184,-0.08504245503037472,0.00863116913971291,0.1685537454516319,0.1294962063178876,1.0,0.16497844209942608,-0.004922629222021761,-0.13365680426613133,-0.08284231719462165,0.11579391154466458,-0.044940831626294184,0.0042773512028878285,-0.06486789151068181,-0.05861527763403749,0.014391101797010078,-0.022335048258496512,-0.051326501141480636,0.1602581804919517,0.04598820548713162,0.07664943493173494,0.007689440408670486,0.21885358873425836,0.2192341779286972,0.07986923603665093,0.11560309194340328,0.016208206780040865,-0.012611946884828388,-0.02868127154850543,0.033912902052050116,-0.0002254078206403082,0.06703295344095159,-0.0024022206570180177,0.03990127660379098,0.04387858738707417,0.04225781561588583,0.0802580254667003,0.2439933175557257,0.02209227611035232,-0.21283217072674712,-0.09367383762399335,0.7196264010339848,0.007692353039657285,0.06610470689222886,0.05767961139784107,0.0003987171148207208,0.05810913466526956,0.02281827087256269,0.031017036462414136,-0.0023555982199452413,0.0618379303937891,0.34514418090627835,0.1402667705845404,0.7066615862878485,0.10695453581739289,-0.004713198404228369,-0.006134770909011443,0.03504563135434498,0.014240325818511016,0.06708261144674499,-0.07447939233458246,-0.05374410752438481,-0.10699265406675353,-0.00032351208584110156,0.02262277243826327,0.01939543504113722,0.07080597418415062,0.05252939020602982,0.1646530095074072,0.05340961615621567,-0.04024712302999902,-0.042840790137573685,-0.0342453016173439,-0.040366123726621295,0.037365147407696246,0.04550981496818785,0.011642110364262142,0.08140771250433253,0.07863732729668711,0.06529434452746774
dngnap,-0.06923000398949856,-0.05123780961027674,-0.032758688352269735,-0.05288073803371206,-0.034763225049232745,-0.060924622748410644,-0.04487836037286879,-0.031491991338265135,0.4147669944619271,-0.034687462059802825,-0.0242254360084872,0.1761417626586356,0.08004798120374176,-0.0495788056976354,0.2395300802407353,-0.018606506831877413,0.11432734046921891,0.034517631171761654,-0.02512436171028276,0.16497844209942608,1.0,0.08718722571794758,-0.04476669175601214,-0.09518910938768353,0.18356457166477347,-0.06285230802492951,0.0051099282553693,-0.04952944532707332,-0.07888099082477185,0.1412779187669905,0.0514971406448361,-0.0759767111421338,0.1145873882838101,0.03959061993679343,0.07346465304166461,0.1214073592541082,0.10005595697411887,0.14178723239656563,0.043674818063594655,0.08465828131542256,0.12955734125186255,0.020859360663446635,0.015595939923169627,0.06822606895277337,0.043125150424769665,0.06504172240737087,0.10995676668979211,0.040792805976853634,0.005886139036938144,0.038038225346935454,0.09927178258467334,0.2790542601218715,0.05894010091061309,-0.05742204898738905,-0.12018484826523318,0.09704495635027809,0.16719828676292436,0.054244512759211216,0.077397073764093,0.09208945284104081,0.05792125045445061,0.009598640992437003,-0.03425012485993394,0.0887825502225189,0.04281933792521414,0.06868358637103407,0.17526523141489822,0.13306302328838823,0.2035583871714185,0.02394256542331952,0.07417343377351579,0.025627433550479257,-0.023935217050020555,0.2939035505460449,-0.01595789566697107,0.006719729853904947,-0.032854526182959684,-0.08124741877960795,-0.016285183624255718,-0.06506092257494195,0.07769114973168516,-0.002450402298663976,0.109427197715193,-0.006815095889993636,0.036896639097155015,-0.0667938101790321,0.0020488576122318467,-0.05837489890367134,0.045092005866495075,0.047246880266974,0.10675895993649774,0.07247277405710034,0.053441288367436876,0.0553553111415485
dngnapp,-0.15986566530774132,0.0039036016893733995,-0.06520820893897228,0.025093032689695913,0.14749407204718498,0.16104230661477212,0.15477445182592253,0.17276711953536786,-0.4169414727123095,0.16757708599294546,-0.1083026161114558,0.03744410242871435,0.0944194767225826,-0.6412585189314312,0.6904349364509057,-0.3810278284854856,0.4746101888468886,-0.016152394367127343,-0.09488241257479006,-0.004922629222021761,0.08718722571794758,1.0,-0.042496615641625095,-0.3321956263625123,-0.011223260480950065,-0.12246483301633893,-0.09242850347660807,-0.0056857016353378375,-0.312527736816093,0.8470190136768454,0.5406003560150682,-0.23466182455271792,-0.08670301215612612,-0.0011757633626083507,0.024624034934637457,0.994142482918438,-0.13853009269549407,-0.08738119448887416,0.031484601149809915,0.03116323121732472,0.9896741145698573,0.06883733990773815,-0.22025111793089755,-0.136268768019644,-0.2404306342130599,0.4286724354312331,0.7700059861839057,0.0905517675022662,0.01010346505757091,0.45341955089508845,0.20407234129297586,0.11858525652765903,0.15283049063384735,-0.24966280601985272,-0.648403147795249,0.12587144532640557,0.9695570609409607,0.40450031857408464,0.4748812380605283,0.8374113314254443,0.43926631521580156,0.21541103716914095,0.03810527901876441,0.8046478023090008,-0.4973920925175353,0.1620523431790717,0.271645313806453,0.053179552497778816,0.6485351826446828,0.2976257314351616,0.12658837473828388,0.05727330632966455,0.019586908228989945,0.9335074564256037,-0.3429202441431001,-0.08595649533293358,-0.3822915442126204,-0.7673471903084673,0.18142157882784557,-0.36786554591718956,0.45350013780170095,0.1602357001121056,0.1429029450161656,0.1527677883572288,0.04908077113871737,-0.27918366968711306,0.012029026858701273,-0.1819354073159764,0.4072466225487001,0.42934979208888385,0.7782416573918015,0.45262083640642053,0.3796227424148855,0.3991416963176524
dngoth,-0.005910222764357361,0.011320428167005497,-0.09735414832165956,-0.01789880249850084,0.03419136858842068,0.014004926441080189,0.011569428115053385,0.017347085991235835,0.07797137620172408,-0.003938441290371052,-0.028964448661102395,-0.02863817218083213,0.01558756963040188,0.08459764294207982,-0.0858912856437051,-0.07733272794142476,-0.055167894568801376,-0.016286464636722807,0.008368573483386578,-0.13365680426613133,-0.04476669175601214,-0.042496615641625095,1.0,0.5271765626263292,-0.017371851752850033,-0.029052246203542943,0.08574559424208641,0.0962931335130323,0.08150410510498102,-0.03164147333403106,0.0603626356366548,0.054132093215764863,0.0019129429384539902,-0.029965307293622602,-0.009401850995802031,-0.05089471817471897,-0.03650849453505347,-0.02241260030650503,-0.05181194038473276,-0.04171549115442093,-0.044817022545199585,-0.028824789526129928,0.010186539244603603,-0.021557773356001092,-0.0332669825792288,0.06492719997705906,-0.013739024054255547,-0.021054315310196855,0.007382354656581114,0.05906120294451314,0.07913403450526996,0.06477097193132486,-0.020719041363470202,0.431567657745049,0.2839944210580801,-0.446128231758121,-0.07029865464649376,0.07577360976427953,0.051000142510631605,-0.03283008100383761,0.062095259499643146,-0.003665598503589757,-0.005421137305120507,-0.0264267237529949,0.04041732115412953,-0.48908509210165096,-0.02557568310773933,-0.018178745605167475,-0.3324403185765634,0.0024635517760789602,-0.001140565499231626,-0.02783514595885325,0.024849479040183028,-0.057857973219848674,-0.06924649061610619,-0.042363246726021285,-0.07505408141902058,0.011054595748342737,-0.0029431810885101853,0.021039399901373875,0.06545774542266355,-0.1108174350677886,-0.09615706263377759,-0.10650590436775918,0.09208535782507639,0.05315294684016046,0.06339216829307436,0.031022686490270956,0.08395355995572173,0.07181191861088011,-0.04573060146792244,0.06213750790191364,0.0732027665628569,0.07870735339418779
dngothp,0.03165883496870208,-0.008818796277417065,-0.0669647388216596,-0.03177597390043107,-0.052047844167197606,-0.06949905779225375,-0.0813077042930973,-0.0809511677390408,0.1279370074542494,-0.11509946827145758,0.03376368645641152,-0.037970436781170375,-0.06320488485995494,0.23327543680239787,-0.2688160780949445,0.08062244497389714,-0.26629064688333665,-0.02618594970593372,-0.0013977098455387308,-0.08284231719462165,-0.09518910938768353,-0.3321956263625123,0.5271765626263292,1.0,-0.03291315241399154,0.0057652050483616366,0.11202864865527037,0.08269597149335556,0.1767612468786772,-0.3033380844921968,-0.16411920479481895,0.09223134602206734,0.002456777400014944,-0.006209061916519685,-0.003958435179212507,-0.3410422149557943,-0.013671475366113732,-0.022157025462430518,-0.04122031592202297,-0.04265994718311964,-0.3314761671646388,-0.05864957889032814,0.10501568030202435,0.026255120716280923,0.06357817390545291,-0.13695373659997526,-0.18885175059449935,-0.039099243632506976,0.015926132210220215,-0.13004524314063182,-0.006825205632523483,-0.023426427992392224,-0.11338941078654562,0.3731660183622867,0.49137010256546254,-0.3344579136945106,-0.35766410721367176,-0.124096769484832,-0.15841126878111403,-0.23055990071055596,-0.1416396640441897,-0.059639934884790184,0.0038072976277935336,-0.21571702679393012,0.11997948634226775,-0.3835878925787133,-0.14753086780453414,-0.046976182300038416,-0.5451541784103712,-0.10297066051055231,-0.007007282493307972,-0.03230342540440938,0.03790238741856265,-0.3397707726177192,0.06799063240622907,-0.01753084912818217,0.08486528227951722,0.18276985661983347,-0.024288883224355812,0.16667576880345356,-0.14309645016405886,-0.13743218472317828,-0.134153069559861,-0.13095352603953617,0.050623799205042785,0.13985776414279125,0.021396432949353967,0.07912811367063902,-0.11079684032289026,-0.11973599180011667,-0.2179352499740762,-0.14933710973866263,-0.11015305163023506,-0.12110990465294984
dngref,-0.05820153731814267,-0.05040115118165124,-0.026929031754197665,-0.046868865859569245,-0.004200833757454654,-0.023412528755701233,-0.029944192649756354,-0.029074143477364214,0.08974035160745691,-0.04158202439211515,-0.017357410615107594,0.16487836944221854,0.05354838756407224,0.004377271350206736,0.0504462893261966,-0.02251460668634461,0.02404906364335913,0.08827179738776623,0.09681127408771646,0.11579391154466458,0.18356457166477347,-0.011223260480950065,-0.017371851752850033,-0.03291315241399154,1.0,-0.038807544946921936,0.008368485494403366,-0.007863313001445337,-0.03289722122388508,0.01752940471575705,-0.0014113058980880077,-0.02851774849910114,0.11335933224162939,0.0424510562246413,0.06760627978787419,-0.00024260027873758248,0.20414323743593418,0.14606833450785425,0.03045865487291995,0.05400441613042583,0.0023838698747848655,-0.012940899099925487,0.005449347712716725,0.023046108696490184,0.016572437881378046,0.04336908435182281,-0.009316528798780643,0.05089495156890834,0.025793771954918776,0.030207592888622445,0.10373510198646808,0.2953539330496087,0.05693340382380402,-0.011617978812403357,-0.01743531963024793,0.07141058229683883,0.0006579615515656524,0.05216178501931435,0.03304572212839606,-0.018211366554156266,0.03979898117356941,0.03728684171079548,0.003134758360894938,-0.019595349604380554,0.08321364446892161,0.0445904374309056,0.12960697838685212,0.32458710951129544,0.028852356932291552,-0.01855124913350518,0.010491726418920183,0.043094644047763093,0.005644171355955105,0.04762607040115199,-0.023851649436215875,-0.01793520468011683,-0.04906167849853424,0.013166295810639526,0.002512716256412903,-0.0007511810393352088,0.0588657234138857,-0.01191691886351548,0.08932517808842289,-0.015752240603124915,0.003303685528646465,-0.028615438745071435,-0.001568881794641053,-0.025450307962632243,0.039398883682769906,0.04547087375773932,-0.005839344377546857,0.045524621290081835,0.05564597569303237,0.052707325888384254
