,dweight,pspwght,pweight,anweight,stfgov,trstlgl,trstplt,trstprt,hhmmb,gndr,agea,atncrse,brwmny,chldhhe,chldhm,cmsrv,cmsrvp,crpdwk,crpdwkp,dngdk,dngdkp,dngna,dngnap,dngnapp,dngoth,dngothp,dngref,dngrefp,domicil,dsbld,dsbldp,edctn,edctnp,eduyrs,emplno,emplnof,emplnom,emplnop,emplrel,emprelp,emprf14,emprm14,estsz,hincfel,hincsrca,hinctnta,hswrk,hswrkp,icomdng,icomdnp,iorgact,iscoco,iscocop,jbspv,jbspvf,jbspvm,jbspvp,mainact,mbtru,mnactic,mnactp,njbspv,njbspvp,occf14b,occm14b,pdjobev,pdjobyr,pdwrk,pdwrkp,rtrd,rtrdp,tporgwk,uemp12m,uemp3m,uemp5yr,uempla,uemplap,uempli,uemplip,wkhct,wkhtot,wkhtotp,wrkac6m,wrkctra,wkdcorga
agea,-0.26165380943072786,-0.3040112066883707,-0.024946303046240896,-0.30623990061928,0.06455684226007126,0.09849916610037075,-0.0003587484871880923,0.023347396111574978,0.2635634588164381,0.2869037714230472,1.0,0.549958000681952,0.1417937015229057,-0.25434871339533366,0.42264568216412923,-0.047861173183034636,-0.0559988307062226,-0.3058894113398927,-0.12535407563411408,0.23731548198189029,-0.00789647902560563,0.5420198416813166,0.4790218858409767,0.0741488244102652,0.0008500273867110304,-0.034614787492904635,0.40982698796865147,0.1139549430343183,0.19217423680859602,0.08386863060625434,-0.010564045192157161,-0.14061778215889273,-0.10461577075816078,0.3339591597063367,0.024484968431883428,0.10291140620077889,0.14105673396511959,0.1668160320753494,0.11408405187790313,0.2021453966139391,0.17045391211605246,0.36219980694221793,0.0988712564945226,0.18332289559249193,0.45779710698898574,0.2576769213321473,-0.0499120516500507,-0.10290347016324809,0.12336962609965275,0.09548770194372527,0.11884440997815744,0.1468330119689074,0.20155764259177278,0.1105068039955822,0.1010696941767817,0.3003301562308692,0.2042911704928457,0.12497415404801102,0.25094284336337286,0.6417418436397353,0.1530104257299163,0.06038449160387916,0.18619787090804474,0.18128366124840564,0.32073753479649214,-0.3222661177407242,-0.31207878646677034,-0.34617222214401777,-0.1921089560659997,0.42038046711148863,0.2527712515555789,0.14912020334215131,0.12470647488080104,0.3881558676686579,0.1356461143828294,-0.0593985248006448,-0.08181294980314667,-0.010856071792979498,-0.0699911464055783,0.1593651815138886,0.1509402009976165,0.20099746213931244,0.1285482968103097,0.129365334685556,0.11701033192114406
atncrse,-0.3072549492235793,-0.3346645946708735,-0.048124817614883596,-0.33982552995835424,0.13950252546999914,0.16983136702774831,0.08356645358338229,0.10443755497503648,0.18360167646566933,0.2979082191677913,0.549958000681952,1.0,-0.03946369823558905,-0.4026765536672784,0.5151396618858272,-0.06927724709570351,-0.07433373028996573,-0.6552245803621052,-0.2590439817955359,0.21308345878071835,0.08262756889954731,0.47388083722582536,0.41566745554982026,0.1851884096035853,0.040877901015674845,-0.02839854489301507,0.2410612959924403,0.07560816269443982,0.11352754510140248,0.331315610574485,0.1050571923164686,-0.03108585156083901,-0.16239591425659142,0.03257838273251957,0.015807327099604345,0.14203580490173398,0.1740284033946815,0.2729421961411685,0.2460276626882131,0.40093322848582263,0.31643412615925637,0.5037637498343374,0.10488882376300782,0.35624413673975486,0.6101038268358339,0.33813172477418807,-0.006894750860772764,-0.17639710238007922,0.16155915702755166,0.19832184914692202,0.2406646660374256,0.2919394712388144,0.4014657873672133,0.29139561388651003,0.23182952195283021,0.4325124339566018,0.40358778854234617,0.18853892418222068,0.47707330654798225,0.779391213109925,0.25478727984112964,0.32324379238651096,0.39165484483757756,0.3486390089096388,0.47029509711062123,-0.6659469841591811,-0.6158364239163493,-0.6854178077746454,-0.3927056100368412,0.646215109017292,0.39078046247013964,0.27725055039743,0.026145877149884332,0.271975952222486,0.040821766593465994,0.10880482723518319,-0.013943106102629506,0.12310081669946897,-0.0272966665093392,0.287025680140988,0.28647053111085397,0.40135609639463626,0.27797462258161154,0.3035133285170633,0.23120888229173867
brwmny,0.1809728074362825,0.1470692641630785,-0.03613389989767545,0.12645552696254325,0.09704417386145867,0.06640676301741173,0.06731381354321904,0.08093592189357372,0.24792106891993,0.06834283648564439,0.1417937015229057,-0.03946369823558905,1.0,0.08408210785336376,0.006873220560992682,-0.006303041719356988,0.006002477364808011,0.21166376472702025,0.03433816344951689,0.06430077271484547,-0.008506999958397665,0.19878661422614458,0.17162781078848854,-0.24279785122928596,-0.05249610885744247,-0.012896700771842544,0.08978528650462402,0.022882918968850443,0.20967192715897764,-0.31805285554585905,-0.1195619859579405,-0.017097934418241312,-0.008125857593520506,0.24958493372221827,-0.0480681018635796,-0.0312578714436637,-0.000372080911406571,-0.1937858129340388,0.05686175523296403,-0.27259054980672537,-0.08422848885317004,-0.036125179652301186,0.10216330650797159,-0.3251079471386066,0.08990398762864933,0.23398282470525572,-0.04469202748083403,0.03344434499946807,0.026867528767466543,-0.238137135849564,0.0816699357403064,0.025705726898918625,-0.27466372019079466,-0.01279138460715161,-0.05637661789787161,-0.048631630944884936,-0.27599579763408516,0.01745331076190277,-0.0815732725473374,0.013833544966972453,-0.07854796187887458,-0.20275007027818445,-0.27064395663507196,-0.10218125548877988,-0.060778012080880454,0.21830143546941425,0.23242253180972608,0.19613769913608936,0.27786193539659676,-0.05814461672072214,0.04142693832147237,0.059131615187486795,0.35167077609344294,0.37152886668657453,0.3502295263554123,-0.30271767383502823,-0.12547687175055952,-0.22788663489343436,-0.08777895719752081,0.08306240672044787,0.0702877290763965,-0.2728590776868105,0.04077695066916195,0.005269091005195963,0.0884693708523088
chldhhe,0.6434803518759413,0.5846877884715775,-0.05625277128434447,0.551755123494792,-0.08745042681172512,-0.13887461823388592,-0.019190333651682812,-0.028389913894726518,0.4684250340843605,-0.01620108937194367,-0.25434871339533366,-0.4026765536672784,0.08408210785336376,1.0,-0.9060676297474449,0.02985858101554327,0.04607417414949154,0.6454194273196047,0.11665501811283889,-0.007663414895523792,0.020348742237235064,-0.009648289140834663,-0.05654025928339107,-0.6261631929547443,-0.051035490704811524,0.06337452941387108,0.036440706301345195,0.04977034317807298,0.05490846534662744,-0.29941711311436586,0.019626475284310115,-0.16027851710031754,0.16931516438349836,0.21133056910061646,-0.12955721336025627,-0.08780447439527976,-0.016233640392635428,-0.5582095415609124,-0.05756828802062293,-0.7653296617006851,-0.0010934376245999708,-0.2006066327258355,-0.09934064856905758,-0.06737452367871709,-0.3234162289912476,-0.17501611302016823,0.36413614045373305,0.41663389038207915,-0.18153988544346758,-0.61812305226198,-0.07082108805544192,-0.10937617330673162,-0.7539322731536724,-0.11579440308808732,-0.022012340496704894,-0.2542376754071137,-0.7545997539299105,-0.2150952380900779,-0.12227110738418764,-0.3597546039099263,-0.40013729660122854,-0.19742077655459286,-0.6905608279378787,-0.04691620418315859,-0.2590300115384549,0.6465888779706639,0.6289790806736507,0.6396191612626154,0.7680967518152149,-0.7356938345307494,-0.30038115933157933,-0.08207310861761792,-0.029151721787834955,-0.05150129585771216,-0.03932616928924522,-0.11261576471847436,0.1327037119499525,-0.06286092325391793,0.10583009305096489,-0.12612422857094913,-0.11466490416928106,-0.7642103184787054,-0.11094520580476165,-0.1075096823993253,-0.06553573949195579
chldhm,-0.6077491335382381,-0.5457227094096605,-0.005511422842136332,-0.5305142395584189,0.10863692994692171,0.1508152177499639,0.04356865331884429,0.05875413492241109,-0.10113420079502444,0.2328817226178596,0.42264568216412923,0.5151396618858272,0.006873220560992682,-0.9060676297474449,1.0,-0.05631145556663466,-0.07735921886173765,-0.5768838882749122,0.0022816209368484914,0.14985784238793035,-0.038764671809215646,0.38771978041722394,0.4368543935688272,0.6201301976438881,0.034912343454933964,-0.09385435653916778,0.03854216950869432,-0.052205271032832554,0.023297099552928236,0.27006041486751253,-0.07509913970056568,0.22073590471597396,-0.18783804275698035,0.038987418167209485,0.14215631546181373,0.10110600023105223,0.07620536097973765,0.563712509087277,0.17934914409982602,0.7233651871136525,0.08806544699266673,0.23220407241104107,0.18261364418159287,0.2132582641060397,0.5045242632908803,0.2731819758996421,-0.33783747796134006,-0.4455379025171847,0.20198231642828623,0.6260803560449354,0.1897019530933522,0.23268211954965537,0.717107781779484,0.23198509568309658,0.07599316133212822,0.23915091798023635,0.7202731667002923,0.2276035313604908,0.2925038850846312,0.5424262303020165,0.4565358363893846,0.23300721342708017,0.6584152535111061,0.12692955519046364,0.252636738036785,-0.5717353292704318,-0.5249375363921905,-0.596883602337958,-0.7155912043376154,0.6344293021418559,0.20010618637015162,0.22900199392618523,0.0422427840674254,0.20688424618072979,0.04993553483681619,0.11408666926113792,-0.16020770749936664,0.06088087944769186,-0.14168798113281178,0.2231166177012496,0.22043885861820037,0.7207504741953503,0.23627589349779185,0.19504715392384797,0.18492349671887773
cmsrv,0.026158747322981967,-0.0010684436918216261,0.01554875667773794,0.0039164560957331155,-0.05916886496412197,-0.04175217178908797,-0.045924777135201024,-0.05146146082365436,-0.016108478006277224,-0.030754712780448643,-0.047861173183034636,-0.06927724709570351,-0.006303041719356988,0.02985858101554327,-0.05631145556663466,1.0,0.2063233634045108,0.007760780636749273,-0.04876208171788592,-0.0262198665286873,-0.02316683708784953,-0.06933023583762521,-0.05654327819029527,-0.08196750058113612,0.006848637262028089,0.0373342494469639,-0.026847196625431623,0.0663093224322767,0.04747635736038944,-0.029350841156214304,0.02743807091902045,-0.025643631744207113,0.014720835475475364,-0.022719382779845382,-0.025264808277344543,0.014408321803271543,-0.00541728218334606,-0.06434931046278089,-0.0474421108726159,-0.06742912024121109,-0.08806316977899849,-0.06438869600653709,-0.032407660014384256,-0.09846915904743982,-0.07239487083388345,-0.08111851161711094,0.14900711026525232,0.08430483702005286,-0.23972153110528507,-0.0869576691350199,-0.052467921694382046,-0.05628508190514744,-0.07114551884407098,-0.06257143082382585,-0.08661164997531523,-0.04039607943883272,-0.07163711362897163,-0.2055079835764993,-0.07740367931591084,-0.012055544729413652,-0.13466100110520626,-0.062024000704229115,-0.08015098097158203,-0.08548365323650364,-0.0500706243638287,0.01146743453598093,-0.007654100918350698,0.013115962179051508,0.06609351840692353,0.015880904751143166,0.05191361942904557,-0.057877590129788214,0.02063707896301885,-0.012984946540252212,0.02192825305259579,-0.02597026826367796,-0.009392896615344272,-0.02447951653942232,-0.00818773545729779,-0.04064898891120099,-0.056119646875050624,-0.06959454877108662,-0.056101172603309574,-0.03749034249838204,-0.05098404979503707
cmsrvp,0.0440712256096113,0.019511198100525488,-0.01089818300320104,0.017085589222426936,-0.06714516680595325,-0.056153195241991485,-0.056968512935598355,-0.0599558056584345,-0.021246611805338798,-0.06491254332270961,-0.0559988307062226,-0.07433373028996573,0.006002477364808011,0.04607417414949154,-0.07735921886173765,0.2063233634045108,1.0,0.046297361873521035,-0.06238519713562341,-0.03462328560855737,-0.019002794383724254,-0.06363963284020337,-0.07302269040512456,-0.11007007453989413,-0.01515892514056771,0.008961798345870391,-0.037009978820784196,-0.011866123284089493,0.044367576078186054,-0.02754580706682541,0.012409555031348178,-0.07657143005702295,0.08020474713830211,-0.025775036496291075,-0.015495488885055484,-0.02315193550506379,-0.01655799342364881,-0.0695173833098776,-0.0814249807975815,-0.09541273236259952,-0.0691718476317862,-0.043400674383138764,-0.05661128915609503,-0.09424810388569638,-0.07219233395227243,-0.09534353207570395,0.04140109571881357,0.09476938200043471,-0.05229200176017823,-0.11665834186594026,-0.08191744833006348,-0.09288553785266153,-0.09807729386844798,-0.09787358763583139,-0.05351392563625093,-0.028894138302433713,-0.09730129379006881,-0.051909111793931303,-0.0840486194102667,-0.056814412031390774,-0.14758058558664006,-0.09877421939411159,-0.0790509994040901,-0.0797387940627025,-0.039911300293116334,0.04187712296278161,0.01252841161450889,0.05112584576138858,0.09164995520161746,-0.011585839053009727,0.04605637352985245,-0.09110644967949755,0.01570044711065527,-0.023035301965096386,0.01703168767362861,-0.042053420109215436,0.003923167320472534,-0.03549194566513063,0.0027227409363428804,-0.08198356321705283,-0.08623205582401454,-0.09865475790487165,-0.08841882607404167,-0.06979041038409332,-0.08032262528855058
crpdwk,0.4282884864217803,0.41105431469193515,-0.011538592670852539,0.3967996809312276,-0.18083741572291454,-0.21432398991429077,-0.1271650001665598,-0.13278933045017488,0.24166290117600345,-0.18776523736133616,-0.3058894113398927,-0.6552245803621052,0.21166376472702025,0.6454194273196047,-0.5768838882749122,0.007760780636749273,0.046297361873521035,1.0,0.3011533242348668,-0.08047782948298918,-0.00950616100958701,-0.07336846093735,-0.05962802688111998,-0.436438672027461,-0.1643359684586409,0.005503585634843506,-0.05212340627019169,0.03420627715447661,0.06914710069247844,-0.5092643829131617,-0.13318371029496356,-0.27310762618696466,0.1512181872257999,0.24110484114983657,-0.1970969650114665,-0.1200544336536884,-0.07144540495640038,-0.4504301391554359,-0.3055358406363391,-0.6662351349186245,-0.17816939905962617,-0.36992050834766643,-0.2701683564425133,-0.32913301795251554,-0.5306395368026169,-0.3120571596647808,-0.010873428977575967,0.2856225349652944,-0.11669111145340616,-0.43216989699891667,-0.319008044762911,-0.37095153742743975,-0.6635772130447549,-0.37724144107969954,-0.15461324901976148,-0.38759884238152503,-0.6636506702875025,-0.15410223395898126,-0.3580802578280641,-0.6933831095838945,-0.3058940297023157,-0.3481045834269584,-0.6131647410431149,-0.2381669432654588,-0.4084077886143376,0.9952008600935995,0.9006844564880963,0.9977225442170123,0.6688828859213525,-0.8449890933062719,-0.4396722115347025,-0.33562088039447274,0.06617238037662469,-0.03196381788251275,0.05227037626851373,-0.34059805138525917,0.0002995736535423846,-0.2646970466017395,0.023947078920072872,-0.3710516632296259,-0.37476514980936954,-0.6666453285094968,-0.37331423357565063,-0.298925721413612,-0.3132634089750837
crpdwkp,-0.22496491476671868,-0.11403317213334735,0.005239200915953805,-0.10107171483090502,0.06562286587192978,-0.0010680137196883964,0.058883494831657515,0.057015297807539486,-0.06373569887407692,0.256166553022443,-0.12535407563411408,-0.2590439817955359,0.03433816344951689,0.11665501811283889,0.0022816209368484914,-0.04876208171788592,-0.06238519713562341,0.3011533242348668,1.0,0.02191827928716749,-0.04663450008739161,0.050667879172377334,0.11247964424701101,0.44861287947484224,-0.02624162157830259,-0.23722010677930913,0.00841485341606589,-0.02315257862588627,-0.1722798657316779,-0.017095604139310376,-0.47518737893828106,0.23229745902152715,-0.17188369538945433,0.12813027623891599,0.04918795329153112,-0.06491039526356028,-0.041245786280748056,-0.06765728174781149,0.07544372352564012,-0.07839688381145064,0.05275827766416966,-0.1925334063543415,0.052122047436900354,0.18630992307026895,-0.05811718194735126,-0.025146581071496445,-0.02830324755243764,-0.4915744516001189,-0.015640687856499105,0.46791351987344093,0.08003122858402954,0.09027600614527094,-0.08979624096638927,0.10769530043094325,0.05306320590146675,-0.2489391631170995,-0.09082831281016693,-0.018092527825788792,0.08614858252793207,-0.21641603778430943,0.2600960300163631,0.11045096887854453,-0.12645123663343877,0.03747177323003433,-0.2440789936307654,0.3233420647167209,0.37291410168311384,0.29640591254497706,0.09172396778847804,-0.4591848537891925,-0.9232209384912833,0.0970331319960966,-0.1293344046738263,-0.09361828763149233,-0.14060048572979642,0.08495418729767051,-0.3519507821093619,0.0433386881115912,-0.25762118495246544,0.02504740934758335,0.051997800431727276,-0.0830847354853998,0.08172164096013652,0.009330386277810748,0.07664622023722185
dngdk,-0.04900481500933345,-0.05862512989118934,-0.0571452371543734,-0.07092748977847348,0.05994878818946262,0.08767005691197507,0.08764796173737892,0.08424235176047778,0.3048342736114662,0.1964690158571034,0.23731548198189029,0.21308345878071835,0.06430077271484547,-0.007663414895523792,0.14985784238793035,-0.0262198665286873,-0.03462328560855737,-0.08047782948298918,0.02191827928716749,1.0,-0.02676563075158944,0.23763580046585223,0.3008801438866569,0.00202254899165029,0.009222470384323299,-0.029579943830639388,0.12066664858000926,-0.01421396002053479,0.09408817501016156,0.024173981829741946,-0.02498941550320703,-0.00722482417650218,-0.03836065569570181,0.21206737295074662,0.011350511742268364,-0.013758491297135036,0.020053507417831264,0.027154904095509157,0.09942033485955705,0.016168666575298776,0.07410783349716922,0.07916706486867602,0.05671073545549602,0.14159980979011427,0.2367504225767627,0.0759127759296427,0.048807324164802414,-0.03971771788564399,0.008246157881915614,0.015803344010877646,0.09596145180798056,0.11090809430296455,0.018400178123577797,0.09463320069219579,0.047921952551894444,0.04819507583931056,0.02063859785541854,0.022248725644265194,0.1903348861129731,0.44635363426385993,0.05564911149080922,0.03289403718845513,0.015538677221654534,0.0574484368791635,0.04074848311254107,-0.07992777559994922,-0.0668985051408587,-0.10524509936918833,-0.008691969167936289,0.06538018713899553,0.024381561729841093,0.11340938885449428,0.01934721759634096,0.16682272403367235,0.020618648844383514,-0.004530216321681337,-0.033162963610802426,-0.0014597735579349278,-0.03950681372005764,0.09004057883219899,0.0938198466206623,0.014186862350624274,0.10444009441833105,0.0827835431487765,0.09621519279336731
dngdkp,0.031542353169708354,0.03273850946527445,-0.05780420897807498,0.018091185477054406,-0.03414964962007326,-0.023289815591616372,-0.01616036663409677,-0.01625812128231451,-0.009244183223703281,-0.04064688074256485,-0.00789647902560563,0.08262756889954731,-0.008506999958397665,0.020348742237235064,-0.038764671809215646,-0.02316683708784953,-0.019002794383724254,-0.00950616100958701,-0.04663450008739161,-0.02676563075158944,1.0,-0.03332525622127419,-0.050474134182770955,-0.05537810684392627,-0.018590827991395168,-0.004208320644288149,-0.011881915351560971,-0.0099231108861574,-0.03469693674396236,0.00930880424098895,0.013161901266921195,-0.010399222868765752,-0.005291416423794931,0.029151866774591303,-0.015132345256001477,-0.0010750977280197544,-0.037264660464995686,-0.024366928398035854,0.027288270295937965,-0.021069832200499527,0.06858378955226593,0.06687363254069495,-0.0013681842744307062,0.0008501396195202149,0.06473581393444834,0.04748676979253884,0.013404477685518702,0.021361728388224296,0.012458795666443315,-0.05671316914752598,0.029195892188961608,0.04444473748779517,-0.018768556606658028,0.016360355665619473,0.045529944660618576,0.037080101239270316,-0.019313654072409932,0.005852475557561848,0.016805805301577187,-0.01677078702800438,-0.010138140373605668,-0.027305254826245712,-0.011876168464608613,0.06594531645729747,0.04026457467482723,-0.01012213357795082,-0.0012409704010339906,-0.00895270220237873,0.017359422461721015,0.003900198366677312,0.03520146391472138,0.04490050762508583,0.0016070392345268031,0.0017567009073060512,0.002975979123751086,-0.00235590769990876,0.011000190950657823,0.006304478698780471,-2.792547842327343e-05,0.04537929391880742,0.04597758427571106,-0.01568811663475929,0.02524628275582368,0.02446422867394778,0.026277380442145833
dngna,-0.057013086456191416,-0.0833711634689909,-0.07644297590090036,-0.10288070297053001,0.024501783441944956,0.00924117440064139,-0.023182045384495545,-0.0023395840577025958,0.7415444952865418,0.504696573822121,0.5420198416813166,0.47388083722582536,0.19878661422614458,-0.009648289140834663,0.38771978041722394,-0.06933023583762521,-0.06363963284020337,-0.07336846093735,0.050667879172377334,0.23763580046585223,-0.03332525622127419,1.0,0.8321828031524139,-0.013529906059178321,-0.021397325188575313,-0.054640739670370676,0.1659851738841313,-0.021945050432082065,0.2521329755318462,0.007889236605300486,-0.0430935399660439,0.010235473038477858,-0.07302154695017837,0.5079956478547079,0.044888859718795665,0.09990257964978526,0.1866683914157258,0.09105959308914117,0.25278983256400495,0.030839561245720983,0.1848811556418544,0.19224010340553388,0.18941946556378758,0.2963524861452118,0.5143910544742188,0.23642875069538738,-0.02134914615028976,-0.0886132186048219,0.22113369287727427,0.013920070567211841,0.2481716046711737,0.26624900601827256,0.03823806364961851,0.2431443730047451,0.10956799311686694,0.10762387519408853,0.04453228517306032,0.1684722463804279,0.3750758309743168,0.6223595190543446,0.16986802767088255,0.08720246575798288,0.050717883279533145,0.17729951409570988,0.1224921442130938,-0.07171637219917833,-0.02417043880125718,-0.13404599957760835,-0.009957083140489572,0.07559140845322082,0.039959580192809985,0.2995402377734805,0.11700104664080788,0.4618867146815467,0.11895986144737683,-0.040739920016464565,-0.05113361579657562,-0.024430767005948525,-0.06470438230992,0.22973501379957717,0.2408585013601737,0.027623240127474368,0.2721021364896442,0.20231313352871985,0.24798243017214525
dngnap,-0.09499980388802003,-0.10573250374898846,-0.07034048803125574,-0.12276876538353743,0.02364190834786263,0.05855922053818921,0.03406266262819956,0.05772950405701832,0.7184287553450519,0.4802750341945844,0.4790218858409767,0.41566745554982026,0.17162781078848854,-0.05654025928339107,0.4368543935688272,-0.05654327819029527,-0.07302269040512456,-0.05962802688111998,0.11247964424701101,0.3008801438866569,-0.050474134182770955,0.8321828031524139,1.0,0.07329891241531969,-0.010339430893241902,-0.06946163310771429,0.13365511231369928,-0.032831377735184554,0.2044243924893827,0.023321289126514346,-0.07004615541918253,0.028519325995756937,-0.0916048973467243,0.4662900085276948,0.0560596187145037,0.09373124161500293,0.16415500117766751,0.16788756823829934,0.17722456363481967,0.10286062765030185,0.19081285286848648,0.17320057667793198,0.13804752560593375,0.30216597666297285,0.4519932869617632,0.22007030619292978,0.0044245211836109926,-0.12618980557616197,0.057319867927555584,0.11603474440249671,0.173689667309304,0.20370554313350253,0.10607844674915198,0.17967933998289606,0.11356020389597235,0.09486371110962037,0.11324172658929989,0.06275535833823244,0.34002215364289323,0.540763448415807,0.2255312251918711,0.08222930552575476,0.11386966167124131,0.18099958456547538,0.1083906301565537,-0.061358573520870596,-0.03654155814248171,-0.11515001456359863,-0.07873264294388936,0.0670899862953904,-0.01510903882253306,0.23111807832547443,0.038025964882851766,0.3486785394989581,0.0387102013913155,0.008488911947290349,-0.07086666638143624,0.003655710581871759,-0.07721367593463466,0.15238140633105282,0.16517189004182029,0.09924390206504628,0.19973796765267773,0.1499574960275953,0.17341942771722868
dngnapp,-0.7334732559361459,-0.5833573197574932,0.0349347759059376,-0.5485722712575034,0.11974105727388203,0.11221140354210163,0.06764829059373702,0.0640151329024529,-0.4520928951284643,0.18169090882051867,0.0741488244102652,0.1851884096035853,-0.24279785122928596,-0.6261631929547443,0.6201301976438881,-0.08196750058113612,-0.11007007453989413,-0.436438672027461,0.44861287947484224,0.00202254899165029,-0.05537810684392627,-0.013529906059178321,0.07329891241531969,1.0,0.02658199585733859,-0.18514260709336294,-0.03521522851104793,-0.07729168021867416,-0.29277381753521925,0.3324530375296437,-0.22202752208217158,0.37267421434676795,-0.24269732730390153,-0.1566803685275788,0.16508114910261337,0.015169105365490798,-0.02897668754687724,0.6193443707812637,0.13644660287477814,0.8515884382004698,0.11874721018060964,0.06192076268949885,0.12122497832394445,0.4054595890433842,0.29159097069374607,0.12673573970452498,-0.24764214014815092,-0.5535124451058175,0.10239299273343119,0.9964924563205619,0.14809854214637344,0.20191869156650122,0.843108758549473,0.23059158571744756,0.12188319794952751,0.05578825174603344,0.8419823875858142,0.13453322781851845,0.2700682056757784,0.1774077982079169,0.5473366549817394,0.32705491733128633,0.7493085699571228,0.15005800129889416,0.07916654544028491,-0.41862341009698784,-0.35472769746836247,-0.4307925782450729,-0.8465905041267602,0.31026862726235166,-0.3513186147575165,0.17888878562977792,-0.22813157530976158,-0.1664133157381718,-0.22824757702049367,0.29613078237385193,-0.20864200697211643,0.18902513779921803,-0.16312273405476865,0.15596541941397565,0.16977372899512921,0.8490642250128918,0.194473966136114,0.1465976090453203,0.13616511714638208
dngoth,-0.02401780462690062,-0.027107054279675382,0.010669136618249803,-0.0224645387876051,-0.007459685251513641,-0.010286255086706166,-0.00635765064877876,-0.001686290133930046,-0.02881148498840039,0.04441451735757527,0.0008500273867110304,0.040877901015674845,-0.05249610885744247,-0.051035490704811524,0.034912343454933964,0.006848637262028089,-0.01515892514056771,-0.1643359684586409,-0.02624162157830259,0.009222470384323299,-0.018590827991395168,-0.021397325188575313,-0.010339430893241902,0.02658199585733859,1.0,0.1555647522549567,0.004196257450966026,0.048079397431071515,-0.02561173291375165,0.07021113930259709,0.02957968200217112,0.051427028255437705,-0.005462243728861331,-0.00855308543396194,-0.0061880435112617455,-0.0070508904813620975,-0.010209502755085828,0.020195018775356354,0.0710445547062718,0.04413164480680129,0.01630101322181985,0.020213994221102097,0.026887158430094166,0.057586992787875005,0.06080266891906531,0.006001832076886029,0.1593787274677308,0.004458411401820274,-0.16123348229910206,0.02297524531507789,0.0643461198277761,0.07607593908288658,0.04366863584633152,0.06566066942180851,0.010637380136467306,0.02819442263701498,0.04269729395388196,-0.15569941572793172,0.03658220872355651,0.15254373844200922,-0.04908084018934056,0.022918042747146476,0.022628941875000627,0.015713633157995958,0.01807448073436493,-0.15768741986283732,-0.13965681582622685,-0.16111973403759583,-0.04489129572083585,0.06927073778489407,0.034608699406761735,0.06495836174309348,-0.050389449129938715,-0.04388302222497989,-0.04939436869309071,0.045985220330453436,0.01148240251086412,0.04191213637944833,-0.02362421362264273,0.06713354805647849,0.06740860182248269,0.04309353643918566,0.07191305972314628,0.07405954865559695,0.06386435369477367
dngothp,0.11849767178072468,0.08632326042502253,0.004514361788668456,0.08453060374886419,-0.04231199925713112,-0.020191459047570446,-0.01875954016823981,-0.024318256626500015,0.03533177118306593,-0.12563218706988816,-0.034614787492904635,-0.02839854489301507,-0.012896700771842544,0.06337452941387108,-0.09385435653916778,0.0373342494469639,0.008961798345870391,0.005503585634843506,-0.23722010677930913,-0.029579943830639388,-0.004208320644288149,-0.054640739670370676,-0.06946163310771429,-0.18514260709336294,0.1555647522549567,1.0,-0.027182094463180945,-0.003512576394574013,0.03756440325058846,0.007804818637900399,0.07788894434580415,-0.05726997134711473,0.046271059583930525,-0.01577941125516604,-0.07113644644100832,-0.06061024459266894,-0.044955512255554504,-0.06390992431462121,0.014006712347155354,-0.07683624049179623,-0.030218268400040386,-0.004085529188011144,-0.022944025622791648,-0.07536525779107112,-0.0551021627539186,-0.04848847127393598,0.08183619467874162,0.1945902654868884,-0.07865868110983718,-0.19426704271006276,0.008019640535869234,0.0007457598621393788,-0.07698270469642023,-0.011928137770339239,-0.016001297423992193,0.01920385738600417,-0.07692317383687607,-0.06936631575030822,-0.03650105491484665,-0.01826966234489942,-0.18769719155648398,-0.049904362828298424,-0.06827191928266559,-0.036418793746158834,0.004931631468400074,0.002547197285365491,0.0022052869190776073,0.00865278364036595,0.07014935189441099,0.0004015121604987291,0.15041976828544185,-0.00486120288072119,-0.003779959004339239,-0.03033386371069192,-0.001768632262197725,-0.03690549180001877,0.06279800303560584,-0.032224003028465384,0.04292001412255526,0.010327231692218176,0.00843668141986461,-0.07591725933249953,-0.0022103138300591393,0.030491918302694987,0.007726841186501456
