"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","stfgov","trstlgl","trstplt","trstprt","age","agea","hinctnt","hinctnta"
"ESS1e06_7",1,"6.7","23.11.2023",52,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,4,7,3,,,39,10,
"ESS1e06_7",1,"6.7","23.11.2023",59,"CH",1.542,1.133751,0.29629755,0.33592767,,,,3,5,3,,,45,8,
"ESS1e06_7",1,"6.7","23.11.2023",61,"CH",0.514,0.514995,0.29629755,0.15259175,,,,3,0,2,,,60,5,
"ESS1e06_7",1,"6.7","23.11.2023",63,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,8,5,7,,,44,10,
"ESS1e06_7",1,"6.7","23.11.2023",65,"CH",0.514,0.52321416,0.29629755,0.15502708,,,,7,8,7,,,28,7,
"ESS1e06_7",1,"6.7","23.11.2023",69,"CH",1.028,1.02999,0.29629755,0.3051835,,,,8,9,7,,,56,9,
"ESS1e06_7",1,"6.7","23.11.2023",74,"CH",0.514,0.43678108,0.29629755,0.12941717,,,,7,7,8,,,75,77,
"ESS1e06_7",1,"6.7","23.11.2023",76,"CH",0.514,0.514995,0.29629755,0.15259175,,,,9,10,6,,,84,77,
"ESS1e06_7",1,"6.7","23.11.2023",77,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,8,8,5,,,45,12,
"ESS1e06_7",1,"6.7","23.11.2023",79,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,8,7,6,,,77,77,
"ESS1e06_7",1,"6.7","23.11.2023",82,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,8,8,7,,,41,77,
"ESS1e06_7",1,"6.7","23.11.2023",83,"CH",0.514,0.43678108,0.29629755,0.12941717,,,,2,0,0,,,81,77,
"ESS1e06_7",1,"6.7","23.11.2023",85,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,8,8,6,,,39,6,
"ESS1e06_7",1,"6.7","23.11.2023",86,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,6,9,6,,,41,10,
"ESS1e06_7",1,"6.7","23.11.2023",87,"CH",0.514,0.43678108,0.29629755,0.12941717,,,,7,8,6,,,69,9,
"ESS1e06_7",1,"6.7","23.11.2023",88,"CH",0.514,0.514995,0.29629755,0.15259175,,,,5,4,5,,,82,77,
"ESS1e06_7",1,"6.7","23.11.2023",92,"CH",1.028,0.96054286,0.29629755,0.2846065,,,,4,2,3,,,24,77,
"ESS1e06_7",1,"6.7","23.11.2023",100,"CH",0.514,0.43678108,0.29629755,0.12941717,,,,1,1,0,,,68,9,
"ESS1e06_7",1,"6.7","23.11.2023",102,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,2,3,3,,,37,9,
"ESS1e06_7",1,"6.7","23.11.2023",111,"CH",1.542,1.133751,0.29629755,0.33592767,,,,6,7,7,,,54,8,
"ESS1e06_7",1,"6.7","23.11.2023",112,"CH",0.514,0.514995,0.29629755,0.15259175,,,,10,6,8,,,92,2,
"ESS1e06_7",1,"6.7","23.11.2023",114,"CH",2.5699,2.615969,0.29629755,0.7751052,,,,6,8,5,,,22,77,
"ESS1e06_7",1,"6.7","23.11.2023",115,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,6,5,3,,,46,9,
"ESS1e06_7",1,"6.7","23.11.2023",122,"CH",2.1268,1.9872398,0.29629755,0.5888143,,,,6,7,6,,,18,77,
"ESS1e06_7",1,"6.7","23.11.2023",123,"CH",1.0634,1.0824629,0.29629755,0.3207311,,,,88,7,4,,,25,9,
"ESS1e06_7",1,"6.7","23.11.2023",127,"CH",0.5317,0.53272927,0.29629755,0.15784638,,,,8,9,7,,,73,77,
"ESS1e06_7",1,"6.7","23.11.2023",132,"CH",0.5317,0.42746887,0.29629755,0.12665798,,,,3,2,1,,,37,77,
"ESS1e06_7",1,"6.7","23.11.2023",133,"CH",1.0634,1.0824629,0.29629755,0.3207311,,,,0,5,0,,,31,8,
"ESS1e06_7",1,"6.7","23.11.2023",141,"CH",0.5317,0.39093086,0.29629755,0.11583186,,,,4,4,4,,,35,9,
"ESS1e06_7",1,"6.7","23.11.2023",144,"CH",1.0634,0.7818617,0.29629755,0.23166372,,,,8,8,8,,,37,9,
"ESS1e06_7",1,"6.7","23.11.2023",147,"CH",1.0634,0.90364397,0.29629755,0.2677475,,,,3,4,5,,,57,9,
"ESS1e06_7",1,"6.7","23.11.2023",148,"CH",0.5317,0.54123145,0.29629755,0.16036555,,,,3,3,0,,,30,8,
"ESS1e06_7",1,"6.7","23.11.2023",151,"CH",2.0559,1.5115945,0.29629755,0.44788176,,,,7,8,6,,,46,9,
"ESS1e06_7",1,"6.7","23.11.2023",153,"CH",1.028,0.755834,0.29629755,0.22395176,,,,0,0,0,,,51,77,
"ESS1e06_7",1,"6.7","23.11.2023",154,"CH",0.514,0.377917,0.29629755,0.11197588,,,,8,7,5,,,36,9,
"ESS1e06_7",1,"6.7","23.11.2023",155,"CH",1.028,1.02999,0.29629755,0.3051835,,,,4,9,7,,,69,77,
"ESS1e06_7",1,"6.7","23.11.2023",157,"CH",0.514,0.48027143,0.29629755,0.14230324,,,,2,3,2,,,30,9,
"ESS1e06_7",1,"6.7","23.11.2023",159,"CH",0.514,0.377917,0.29629755,0.11197588,,,,2,6,4,,,52,9,
"ESS1e06_7",1,"6.7","23.11.2023",163,"CH",0.514,0.377917,0.29629755,0.11197588,,,,3,4,4,,,43,6,
"ESS1e06_7",1,"6.7","23.11.2023",170,"CH",1.028,1.02999,0.29629755,0.3051835,,,,6,3,5,,,62,77,
"ESS1e06_7",1,"6.7","23.11.2023",171,"CH",1.028,1.0464283,0.29629755,0.31005415,,,,4,7,3,,,22,5,
"ESS1e06_7",1,"6.7","23.11.2023",177,"CH",1.028,0.755834,0.29629755,0.22395176,,,,5,5,3,,,54,6,
"ESS1e06_7",1,"6.7","23.11.2023",182,"CH",1.028,1.02999,0.29629755,0.3051835,,,,8,8,9,,,56,88,
"ESS1e06_7",1,"6.7","23.11.2023",186,"CH",0.514,0.43678108,0.29629755,0.12941717,,,,2,0,1,,,58,77,
"ESS1e06_7",1,"6.7","23.11.2023",190,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,5,8,8,,,42,5,
"ESS1e06_7",1,"6.7","23.11.2023",194,"CH",0.514,0.514995,0.29629755,0.15259175,,,,7,6,8,,,67,77,
"ESS1e06_7",1,"6.7","23.11.2023",195,"CH",0.514,0.514995,0.29629755,0.15259175,,,,5,1,0,,,55,77,
"ESS1e06_7",1,"6.7","23.11.2023",196,"CH",0.514,0.377917,0.29629755,0.11197588,,,,7,4,2,,,40,77,
"ESS1e06_7",1,"6.7","23.11.2023",202,"CH",0.514,0.514995,0.29629755,0.15259175,,,,4,5,8,,,56,77,
"ESS1e06_7",1,"6.7","23.11.2023",210,"CH",0.514,0.52321416,0.29629755,0.15502708,,,,7,8,8,,,34,77,
"ESS1e06_7",1,"6.7","23.11.2023",211,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,4,7,4,,,48,11,
"ESS1e06_7",1,"6.7","23.11.2023",213,"CH",1.028,0.755834,0.29629755,0.22395176,,,,6,4,2,,,48,77,
"ESS1e06_7",1,"6.7","23.11.2023",220,"CH",1.028,0.755834,0.29629755,0.22395176,,,,4,10,3,,,51,12,
"ESS1e06_7",1,"6.7","23.11.2023",222,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,7,8,5,,,52,9,
"ESS1e06_7",1,"6.7","23.11.2023",224,"CH",2.0559,2.0927548,0.29629755,0.62007815,,,,88,5,2,,,17,88,
"ESS1e06_7",1,"6.7","23.11.2023",225,"CH",1.028,0.755834,0.29629755,0.22395176,,,,5,2,5,,,53,77,
"ESS1e06_7",1,"6.7","23.11.2023",226,"CH",1.028,1.02999,0.29629755,0.3051835,,,,7,5,8,,,62,77,
"ESS1e06_7",1,"6.7","23.11.2023",228,"CH",2.0559,1.9209923,0.29629755,0.5691853,,,,6,4,5,,,17,9,
"ESS1e06_7",1,"6.7","23.11.2023",229,"CH",0.514,0.377917,0.29629755,0.11197588,,,,4,5,4,,,41,77,
"ESS1e06_7",1,"6.7","23.11.2023",231,"CH",2.0559,1.9209923,0.29629755,0.5691853,,,,5,3,7,,,17,10,
"ESS1e06_7",1,"6.7","23.11.2023",237,"CH",1.028,0.755834,0.29629755,0.22395176,,,,3,5,2,,,40,6,
"ESS1e06_7",1,"6.7","23.11.2023",244,"CH",1.542,1.5696425,0.29629755,0.46508124,,,,5,7,4,,,22,8,
"ESS1e06_7",1,"6.7","23.11.2023",253,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,5,9,5,,,66,12,
"ESS1e06_7",1,"6.7","23.11.2023",256,"CH",1.542,1.133751,0.29629755,0.33592767,,,,6,7,6,,,52,88,
"ESS1e06_7",1,"6.7","23.11.2023",258,"CH",1.028,0.755834,0.29629755,0.22395176,,,,88,8,88,,,40,12,
"ESS1e06_7",1,"6.7","23.11.2023",260,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,88,5,5,,,66,10,
"ESS1e06_7",1,"6.7","23.11.2023",266,"CH",1.028,1.02999,0.29629755,0.3051835,,,,7,6,6,,,66,77,
"ESS1e06_7",1,"6.7","23.11.2023",267,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,6,8,7,,,49,77,
"ESS1e06_7",1,"6.7","23.11.2023",270,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,7,5,4,,,44,9,
"ESS1e06_7",1,"6.7","23.11.2023",273,"CH",1.028,0.755834,0.29629755,0.22395176,,,,6,7,7,,,40,1,
"ESS1e06_7",1,"6.7","23.11.2023",274,"CH",1.028,0.755834,0.29629755,0.22395176,,,,6,9,5,,,38,88,
"ESS1e06_7",1,"6.7","23.11.2023",275,"CH",0.514,0.514995,0.29629755,0.15259175,,,,5,5,10,,,67,5,
"ESS1e06_7",1,"6.7","23.11.2023",278,"CH",2.0559,2.0927548,0.29629755,0.62007815,,,,7,6,6,,,20,77,
"ESS1e06_7",1,"6.7","23.11.2023",280,"CH",1.028,0.755834,0.29629755,0.22395176,,,,0,0,0,,,52,12,
"ESS1e06_7",1,"6.7","23.11.2023",282,"CH",1.028,0.96054286,0.29629755,0.2846065,,,,4,7,4,,,32,9,
"ESS1e06_7",1,"6.7","23.11.2023",284,"CH",2.0559,1.6528742,0.29629755,0.48974258,,,,4,6,0,,,45,12,
"ESS1e06_7",1,"6.7","23.11.2023",288,"CH",1.542,1.544985,0.29629755,0.4577753,,,,3,4,5,,,58,10,
"ESS1e06_7",1,"6.7","23.11.2023",289,"CH",1.028,1.02999,0.29629755,0.3051835,,,,4,7,5,,,68,88,
"ESS1e06_7",1,"6.7","23.11.2023",290,"CH",2.0559,1.6528742,0.29629755,0.48974258,,,,5,2,2,,,52,12,
"ESS1e06_7",1,"6.7","23.11.2023",291,"CH",0.514,0.48027143,0.29629755,0.14230324,,,,4,4,3,,,28,9,
"ESS1e06_7",1,"6.7","23.11.2023",292,"CH",1.542,1.3103433,0.29629755,0.3882515,,,,7,9,6,,,57,10,
"ESS1e06_7",1,"6.7","23.11.2023",295,"CH",2.0559,1.6528742,0.29629755,0.48974258,,,,7,10,6,,,49,12,
"ESS1e06_7",1,"6.7","23.11.2023",299,"CH",2.0559,1.7470394,0.29629755,0.5176435,,,,9,7,9,,,55,9,
"ESS1e06_7",1,"6.7","23.11.2023",300,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,3,5,88,,,61,2,
"ESS1e06_7",1,"6.7","23.11.2023",307,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,2,5,3,,,40,77,
"ESS1e06_7",1,"6.7","23.11.2023",308,"CH",1.028,1.0464283,0.29629755,0.31005415,,,,2,6,0,,,32,9,
"ESS1e06_7",1,"6.7","23.11.2023",309,"CH",1.028,0.96054286,0.29629755,0.2846065,,,,6,8,5,,,32,9,
"ESS1e06_7",1,"6.7","23.11.2023",320,"CH",1.028,0.755834,0.29629755,0.22395176,,,,8,8,5,,,37,11,
"ESS1e06_7",1,"6.7","23.11.2023",321,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,6,7,6,,,43,9,
"ESS1e06_7",1,"6.7","23.11.2023",324,"CH",1.028,1.0464283,0.29629755,0.31005415,,,,6,7,6,,,29,11,
"ESS1e06_7",1,"6.7","23.11.2023",326,"CH",1.028,0.755834,0.29629755,0.22395176,,,,5,8,5,,,35,10,
"ESS1e06_7",1,"6.7","23.11.2023",328,"CH",1.028,0.755834,0.29629755,0.22395176,,,,1,3,0,,,53,77,
"ESS1e06_7",1,"6.7","23.11.2023",331,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,5,7,5,,,48,77,
"ESS1e06_7",1,"6.7","23.11.2023",335,"CH",1.028,0.755834,0.29629755,0.22395176,,,,7,6,7,,,48,77,
"ESS1e06_7",1,"6.7","23.11.2023",339,"CH",2.0559,2.0927548,0.29629755,0.62007815,,,,7,8,2,,,17,88,
"ESS1e06_7",1,"6.7","23.11.2023",341,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,88,6,4,,,53,77,
"ESS1e06_7",1,"6.7","23.11.2023",342,"CH",1.542,1.133751,0.29629755,0.33592767,,,,6,8,8,,,52,77,
"ESS1e06_7",1,"6.7","23.11.2023",344,"CH",1.542,1.133751,0.29629755,0.33592767,,,,7,8,6,,,43,10,
"ESS1e06_7",1,"6.7","23.11.2023",350,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,88,6,3,,,54,77,
"ESS1e06_7",1,"6.7","23.11.2023",353,"CH",0.514,0.377917,0.29629755,0.11197588,,,,4,7,4,,,42,8,
"ESS1e06_7",1,"6.7","23.11.2023",354,"CH",1.542,1.239716,0.29629755,0.36732483,,,,5,9,3,,,40,77,
"ESS1e06_7",1,"6.7","23.11.2023",361,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,4,8,5,,,39,9,
"ESS1e06_7",1,"6.7","23.11.2023",364,"CH",1.542,1.4408143,0.29629755,0.42690974,,,,9,8,7,,,16,77,
"ESS1e06_7",1,"6.7","23.11.2023",365,"CH",1.028,0.755834,0.29629755,0.22395176,,,,4,9,5,,,41,77,
"ESS1e06_7",1,"6.7","23.11.2023",374,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,7,9,7,,,41,9,
"ESS1e06_7",1,"6.7","23.11.2023",380,"CH",1.028,0.755834,0.29629755,0.22395176,,,,7,6,5,,,37,77,
"ESS1e06_7",1,"6.7","23.11.2023",381,"CH",1.028,1.02999,0.29629755,0.3051835,,,,6,7,5,,,59,9,
"ESS1e06_7",1,"6.7","23.11.2023",384,"CH",0.514,0.514995,0.29629755,0.15259175,,,,8,8,5,,,70,77,
"ESS1e06_7",1,"6.7","23.11.2023",386,"CH",1.028,1.02999,0.29629755,0.3051835,,,,3,6,5,,,59,77,
"ESS1e06_7",1,"6.7","23.11.2023",395,"CH",1.028,0.96054286,0.29629755,0.2846065,,,,8,9,5,,,33,77,
"ESS1e06_7",1,"6.7","23.11.2023",397,"CH",0.514,0.43678108,0.29629755,0.12941717,,,,9,8,7,,,82,8,
"ESS1e06_7",1,"6.7","23.11.2023",398,"CH",0.514,0.514995,0.29629755,0.15259175,,,,6,0,5,,,73,4,
"ESS1e06_7",1,"6.7","23.11.2023",401,"CH",0.514,0.43678108,0.29629755,0.12941717,,,,5,3,1,,,83,77,
"ESS1e06_7",1,"6.7","23.11.2023",402,"CH",0.514,0.514995,0.29629755,0.15259175,,,,7,7,7,,,57,88,
"ESS1e06_7",1,"6.7","23.11.2023",412,"CH",1.542,1.5696425,0.29629755,0.46508124,,,,7,6,6,,,25,11,
"ESS1e06_7",1,"6.7","23.11.2023",421,"CH",1.542,1.239716,0.29629755,0.36732483,,,,88,6,7,,,39,77,
"ESS1e06_7",1,"6.7","23.11.2023",422,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,0,0,0,,,43,4,
"ESS1e06_7",1,"6.7","23.11.2023",425,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,5,7,5,,,35,10,
"ESS1e06_7",1,"6.7","23.11.2023",428,"CH",0.514,0.43678108,0.29629755,0.12941717,,,,10,10,10,,,56,8,
"ESS1e06_7",1,"6.7","23.11.2023",429,"CH",1.028,0.96054286,0.29629755,0.2846065,,,,5,9,5,,,31,8,
"ESS1e06_7",1,"6.7","23.11.2023",432,"CH",1.028,0.755834,0.29629755,0.22395176,,,,7,7,5,,,41,4,
"ESS1e06_7",1,"6.7","23.11.2023",435,"CH",0.514,0.43678108,0.29629755,0.12941717,,,,5,4,5,,,80,7,
"ESS1e06_7",1,"6.7","23.11.2023",438,"CH",1.542,1.3103433,0.29629755,0.3882515,,,,10,8,7,,,84,88,
"ESS1e06_7",1,"6.7","23.11.2023",439,"CH",1.542,1.5696425,0.29629755,0.46508124,,,,6,6,4,,,16,77,
"ESS1e06_7",1,"6.7","23.11.2023",444,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,6,88,4,,,88,88,
"ESS1e06_7",1,"6.7","23.11.2023",447,"CH",1.028,1.02999,0.29629755,0.3051835,,,,5,3,5,,,65,9,
"ESS1e06_7",1,"6.7","23.11.2023",457,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,2,5,3,,,54,11,
"ESS1e06_7",1,"6.7","23.11.2023",460,"CH",0.514,0.52321416,0.29629755,0.15502708,,,,7,88,88,,,32,7,
"ESS1e06_7",1,"6.7","23.11.2023",461,"CH",1.028,0.96054286,0.29629755,0.2846065,,,,8,9,2,,,31,9,
"ESS1e06_7",1,"6.7","23.11.2023",463,"CH",0.514,0.52321416,0.29629755,0.15502708,,,,88,6,0,,,33,8,
"ESS1e06_7",1,"6.7","23.11.2023",465,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,8,9,6,,,49,11,
"ESS1e06_7",1,"6.7","23.11.2023",470,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,8,7,6,,,75,10,
"ESS1e06_7",1,"6.7","23.11.2023",471,"CH",1.028,0.755834,0.29629755,0.22395176,,,,88,88,2,,,40,11,
"ESS1e06_7",1,"6.7","23.11.2023",474,"CH",2.0559,1.9209923,0.29629755,0.5691853,,,,7,6,5,,,17,11,
"ESS1e06_7",1,"6.7","23.11.2023",475,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,88,2,2,,,74,9,
"ESS1e06_7",1,"6.7","23.11.2023",483,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,8,10,88,,,43,8,
"ESS1e06_7",1,"6.7","23.11.2023",489,"CH",0.514,0.514995,0.29629755,0.15259175,,,,6,88,0,,,89,4,
"ESS1e06_7",1,"6.7","23.11.2023",493,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,6,7,7,,,35,7,
"ESS1e06_7",1,"6.7","23.11.2023",502,"CH",0.514,0.514995,0.29629755,0.15259175,,,,5,8,5,,,80,5,
"ESS1e06_7",1,"6.7","23.11.2023",505,"CH",0.514,0.48027143,0.29629755,0.14230324,,,,4,5,4,,,17,4,
"ESS1e06_7",1,"6.7","23.11.2023",507,"CH",1.542,1.133751,0.29629755,0.33592767,,,,8,8,4,,,43,10,
"ESS1e06_7",1,"6.7","23.11.2023",586,"CH",1.028,1.0464283,0.29629755,0.31005415,,,,5,0,5,,,32,12,
"ESS1e06_7",1,"6.7","23.11.2023",589,"CH",1.542,1.133751,0.29629755,0.33592767,,,,8,8,6,,,35,8,
"ESS1e06_7",1,"6.7","23.11.2023",590,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,8,5,5,,,35,9,
"ESS1e06_7",1,"6.7","23.11.2023",591,"CH",1.028,0.755834,0.29629755,0.22395176,,,,5,0,0,,,49,9,
"ESS1e06_7",1,"6.7","23.11.2023",593,"CH",0.514,0.48027143,0.29629755,0.14230324,,,,7,8,7,,,26,9,
"ESS1e06_7",1,"6.7","23.11.2023",599,"CH",0.514,0.377917,0.29629755,0.11197588,,,,4,5,3,,,37,7,
"ESS1e06_7",1,"6.7","23.11.2023",600,"CH",0.514,0.514995,0.29629755,0.15259175,,,,7,7,6,,,58,9,
"ESS1e06_7",1,"6.7","23.11.2023",601,"CH",1.542,1.5696425,0.29629755,0.46508124,,,,88,3,3,,,18,7,
"ESS1e06_7",1,"6.7","23.11.2023",602,"CH",0.514,0.377917,0.29629755,0.11197588,,,,7,8,6,,,50,12,
"ESS1e06_7",1,"6.7","23.11.2023",603,"CH",2.0559,1.9209923,0.29629755,0.5691853,,,,7,9,5,,,19,12,
"ESS1e06_7",1,"6.7","23.11.2023",605,"CH",1.028,0.82647735,0.29629755,0.24488321,,,,6,8,3,,,41,11,
"ESS1e06_7",1,"6.7","23.11.2023",614,"CH",1.028,1.02999,0.29629755,0.3051835,,,,5,5,5,,,58,11,
"ESS1e06_7",1,"6.7","23.11.2023",615,"CH",1.028,0.96054286,0.29629755,0.2846065,,,,5,8,5,,,30,10,
"ESS1e06_7",1,"6.7","23.11.2023",621,"CH",2.5699,2.1838205,0.29629755,0.64706063,,,,4,8,5,,,55,12,
"ESS1e06_7",1,"6.7","23.11.2023",626,"CH",1.028,1.0464283,0.29629755,0.31005415,,,,5,5,2,,,30,9,
"ESS1e06_7",1,"6.7","23.11.2023",628,"CH",0.514,0.514995,0.29629755,0.15259175,,,,5,8,4,,,70,10,
"ESS1e06_7",1,"6.7","23.11.2023",631,"CH",1.028,0.96054286,0.29629755,0.2846065,,,,2,7,5,,,33,12,
"ESS1e06_7",1,"6.7","23.11.2023",636,"CH",0.514,0.514995,0.29629755,0.15259175,,,,88,4,5,,,72,5,
"ESS1e06_7",1,"6.7","23.11.2023",637,"CH",0.514,0.48027143,0.29629755,0.14230324,,,,5,6,5,,,31,10,
"ESS1e06_7",1,"6.7","23.11.2023",641,"CH",0.514,0.377917,0.29629755,0.11197588,,,,6,8,5,,,36,9,
"ESS1e06_7",1,"6.7","23.11.2023",645,"CH",0.514,0.377917,0.29629755,0.11197588,,,,8,8,6,,,38,9,
"ESS1e06_7",1,"6.7","23.11.2023",646,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,5,4,5,,,69,8,
"ESS1e06_7",1,"6.7","23.11.2023",651,"CH",1.028,0.755834,0.29629755,0.22395176,,,,6,6,5,,,39,9,
"ESS1e06_7",1,"6.7","23.11.2023",654,"CH",0.514,0.48027143,0.29629755,0.14230324,,,,7,9,7,,,26,10,
"ESS1e06_7",1,"6.7","23.11.2023",659,"CH",0.514,0.514995,0.29629755,0.15259175,,,,3,5,2,,,82,3,
"ESS1e06_7",1,"6.7","23.11.2023",663,"CH",1.028,1.02999,0.29629755,0.3051835,,,,5,4,4,,,55,10,
"ESS1e06_7",1,"6.7","23.11.2023",664,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,8,9,5,,,63,12,
"ESS1e06_7",1,"6.7","23.11.2023",665,"CH",0.514,0.514995,0.29629755,0.15259175,,,,5,4,8,,,75,9,
"ESS1e06_7",1,"6.7","23.11.2023",666,"CH",0.514,0.41323867,0.29629755,0.122441605,,,,7,7,6,,,45,9,
"ESS1e06_7",1,"6.7","23.11.2023",667,"CH",1.028,1.02999,0.29629755,0.3051835,,,,3,3,2,,,64,11,
"ESS1e06_7",1,"6.7","23.11.2023",669,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,7,7,88,,,77,6,
"ESS1e06_7",1,"6.7","23.11.2023",672,"CH",0.514,0.514995,0.29629755,0.15259175,,,,6,5,5,,,55,8,
"ESS1e06_7",1,"6.7","23.11.2023",674,"CH",2.0559,1.9209923,0.29629755,0.5691853,,,,4,6,5,,,25,3,
"ESS1e06_7",1,"6.7","23.11.2023",676,"CH",2.0559,1.5115945,0.29629755,0.44788176,,,,7,4,5,,,54,11,
"ESS1e06_7",1,"6.7","23.11.2023",681,"CH",1.542,1.133751,0.29629755,0.33592767,,,,6,6,5,,,43,10,
"ESS1e06_7",1,"6.7","23.11.2023",682,"CH",0.514,0.514995,0.29629755,0.15259175,,,,4,8,7,,,56,10,
"ESS1e06_7",1,"6.7","23.11.2023",686,"CH",1.028,1.0464283,0.29629755,0.31005415,,,,88,2,3,,,30,9,
"ESS1e06_7",1,"6.7","23.11.2023",689,"CH",1.542,1.133751,0.29629755,0.33592767,,,,4,4,3,,,36,11,
"ESS1e06_7",1,"6.7","23.11.2023",692,"CH",1.028,1.02999,0.29629755,0.3051835,,,,7,3,3,,,60,10,
"ESS1e06_7",1,"6.7","23.11.2023",693,"CH",1.542,1.133751,0.29629755,0.33592767,,,,6,3,6,,,47,10,
"ESS1e06_7",1,"6.7","23.11.2023",694,"CH",1.028,1.02999,0.29629755,0.3051835,,,,7,8,6,,,66,9,
"ESS1e06_7",1,"6.7","23.11.2023",695,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,4,4,5,,,64,10,
"ESS1e06_7",1,"6.7","23.11.2023",696,"CH",2.0559,1.9209923,0.29629755,0.5691853,,,,9,10,9,,,18,88,
"ESS1e06_7",1,"6.7","23.11.2023",697,"CH",1.028,0.87356216,0.29629755,0.25883433,,,,5,4,4,,,63,11,
"ESS1e06_7",1,"6.7","23.11.2023",698,"CH",1.028,1.02999,0.29629755,0.3051835,,,,7,9,8,,,62,12,
